Rating,Location (City),Type of ownership,Industry,Sector,Lower Salary,Upper Salary,Age,Years of Experience,Population,Categorized Job Title,Average Take Home Income,Minimum Take Home Income,Maximum Take Home Income
3.5,Arvada,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,165000,151,5.0,123436.0,Data Scientist,69359.08,45419.08,93299.08000000002
4.0,Denver,Nonprofit Organization,Insurance Carriers,Insurance,74000,124000,106,5.0,711463.0,Data Engineer,38508.894,19207.153999999995,57508.894
3.3,Milwaukee,Company - Private,Food & Beverage Manufacturing,Manufacturing,40000,68000,57,5.0,569330.0,Data Scientist,10609.832000000002,-487.88799999999173,21529.832000000002
3.2,Franklin,Company - Private,Health Care Services & Hospitals,Health Care,76000,142000,17,5.0,85469.0,Data Engineer,50739.08,25397.339999999997,75819.08
3.4,Rockville,Company - Private,IT Services,Information Technology,76000,142000,22,5.0,67139.0,Data Engineer,50739.08,25397.339999999997,75819.08
4.4,Natick,Company - Private,Computer Hardware & Software,Information Technology,108000,171000,37,7.0,976107.3524390244,Data Scientist,73919.08,49979.08,97783.4
3.3,Chicago,Company - Private,Insurance Carriers,Insurance,202000,306000,109,7.0,2696555.0,Other,153043.984,118825.13399999999,186843.984
3.2,New York,Company - Private,Computer Hardware & Software,Information Technology,91000,159000,46,5.0,8467513.0,Data Engineer,52184.6,26344.6,78024.6
3.8,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,80000,133000,25,5.0,117090.0,Other,48839.08,28517.339999999997,68979.08
2.9,South San Francisco,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,97000,9,5.0,64251.0,Data Scientist,23057.339999999997,4337.340000000004,41619.08
2.7,Rockville,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,60,5.0,67139.0,Data Scientist,29297.339999999997,4337.340000000004,53779.08
3.6,Millville,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43000,70000,86,5.0,976107.3524390244,Other,10187.339999999997,-342.6599999999962,20717.339999999997
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,65000,134000,146,5.0,250320.0,Data Scientist,46886.488,20184.747999999992,73106.488
3.3,Richfield,Company - Private,Insurance Carriers,Insurance,32000,59000,32,2.0,976107.3524390244,Data Analyst,1607.3400000000038,-9900.380000000001,12137.339999999997
3.7,Worcester,Company - Public,Insurance Carriers,Insurance,39000,69000,169,3.0,205918.0,Data Analyst,3186.2279999999955,-8791.491999999998,14886.227999999996
4.5,Indianapolis,Company - Private,Consulting,Business Services,87000,158000,25,20.0,976107.3524390244,Data Engineer,64749.148,37727.407999999996,91729.148
3.0,Tampa,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,27000,48000,44,5.0,387050.0,Data Analyst,-5596.103999999999,-14836.104000000003,3021.616000000002
3.8,New York,Company - Private,Travel Agencies,Travel & Tourism,36000,71000,19,5.0,8467513.0,Data Analyst,-2867.1400000000067,-17094.860000000004,10782.859999999993
3.9,Chicago,Company - Public,Financial Analytics & Research,Finance,107000,173000,53,5.0,2696555.0,Data Scientist,74260.81400000001,49180.814000000006,99105.13399999999
3.2,Hampton,Nonprofit Organization,Federal Agencies,Government,56000,99000,63,5.0,137746.0,Data Engineer,26567.339999999997,9797.339999999997,43139.08
3.3,Cambridge,Company - Private,Construction,"Construction, Repair & Maintenance",52000,58000,45,5.0,117090.0,Other,9017.339999999997,6677.3399999999965,11357.339999999997
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,80000,155000,146,7.0,250320.0,Data Scientist,60566.488,31884.747999999992,89066.488
2.4,San Diego,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,43000,98000,15,5.0,1381611.0,Data Scientist,7255.0480000000025,-14194.95199999999,28526.788000000008
2.9,Ithaca,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,44000,96000,6,5.0,976107.3524390244,Data Scientist,20066.817999999992,-213.1820000000007,40208.558
4.8,San Francisco,Company - Private,Computer Hardware & Software,Information Technology,45000,78000,10,5.0,815201.0,Other,-15989.736000000004,-28859.735999999997,-3119.7360000000044
2.9,Marietta,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,50000,110000,6,5.0,61497.0,Data Scientist,28517.339999999997,5117.340000000004,51499.08
4.7,Atlanta,Company - Private,Computer Hardware & Software,Information Technology,60000,99000,18,5.0,496461.0,Data Scientist,28012.542,12802.542000000001,43024.28200000001
4.7,Mountain View,Company - Private,Computer Hardware & Software,Information Technology,130000,206000,7,5.0,81516.0,Data Scientist,95579.08000000002,66699.08,121583.4
3.4,Quincy,Company - Private,Insurance Carriers,Insurance,61000,119000,33,3.0,101119.0,Data Engineer,41158.862,18557.121999999996,63198.862
3.9,San Francisco,Company - Public,Computer Hardware & Software,Information Technology,99000,178000,13,5.0,815201.0,Data Analyst,43082.004,13062.004,72466.324
3.6,Plymouth Meeting,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,86000,137000,4,5.0,976107.3524390244,Other,52639.08,33197.34,72019.08
3.6,Boston,Company - Private,Insurance Carriers,Insurance,37000,100000,170,5.0,654776.0,Other,7072.624000000003,-17975.09599999999,31424.36400000001
3.9,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,58000,111000,191,5.0,117090.0,Data Scientist,32027.339999999997,11357.339999999997,52259.08
4.4,Nashville,Company - Public,Internet,Information Technology,72000,133000,15,10.0,976107.3524390244,Data Engineer,45760.814000000006,22239.074,68940.81400000001
2.6,Pittsburgh,College / University,Colleges & Universities,Education,56000,91000,37,15.0,300431.0,Data Scientist,26087.693999999996,12437.693999999996,39699.434
3.6,Beavercreek,Nonprofit Organization,Federal Agencies,Government,61000,126000,54,5.0,976107.3524390244,Data Scientist,38959.08,13697.339999999997,63659.08
3.2,Allentown,Company - Private,Staffing & Outsourcing,Business Services,95000,160000,-1,5.0,125944.0,Other,65220.006,40520.006,89920.006
4.2,Salt Lake City,Nonprofit Organization,Religious Organizations,Non-Profit,53000,91000,-1,3.0,200478.0,Data Analyst,20019.645999999993,5199.645999999993,34801.386
3.6,Boston,Company - Private,Insurance Carriers,Insurance,101000,158000,170,5.0,654776.0,Other,53844.36400000001,32184.36400000001,75504.364
3.1,Logan,Company - Private,Consumer Products Manufacturing,Manufacturing,33000,61000,44,5.0,54436.0,Data Analyst,4614.108,-7183.612000000005,15534.107999999993
3.8,Birmingham,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,44000,86000,7,5.0,197575.0,Data Engineer,20376.077999999994,3996.0780000000013,36756.077999999994
3.8,Green Bay,Company - Public,Banks & Credit Unions,Finance,43000,77000,151,2.0,107015.0,Data Analyst,16208.215999999993,2948.2160000000003,29468.215999999993
4.0,New York,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,125000,210000,172,3.0,8467513.0,Data Scientist,84484.6,52184.6,113588.91999999998
3.8,New York,Company - Private,Travel Agencies,Travel & Tourism,44000,86000,19,5.0,8467513.0,Data Analyst,6102.859999999993,-10277.14,22482.859999999993
4.0,Herndon,Company - Private,Enterprise Software & Network Solutions,Information Technology,69000,119000,9,5.0,976107.3524390244,Data Analyst,39339.08,19937.339999999997,58339.08
1.9,New York,Company - Private,"Department, Clothing, & Shoe Stores",Retail,65000,110000,11,5.0,8467513.0,Data Analyst,23652.859999999993,6102.859999999993,40784.6
4.0,Reston,Company - Private,Enterprise Software & Network Solutions,Information Technology,67000,127000,9,3.0,976107.3524390244,Data Engineer,41619.08,18377.339999999997,64419.08
4.3,Durham,Company - Private,Computer Hardware & Software,Information Technology,78000,147000,31,5.0,285527.0,Data Engineer,53475.612,27033.871999999996,79695.612
3.6,Boston,Company - Private,Insurance Carriers,Insurance,66000,117000,170,5.0,654776.0,Other,24964.36400000001,5122.624000000003,44344.36400000001
3.3,Indianapolis,Company - Private,Insurance Carriers,Insurance,37000,66000,109,5.0,976107.3524390244,Data Engineer,10037.407999999996,-1750.311999999998,21347.407999999996
3.8,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,86000,143000,25,5.0,117090.0,Data Scientist,54919.08,33197.34,76579.08
4.3,New York,Company - Private,Consulting,Business Services,84000,146000,10,5.0,8467513.0,Data Scientist,44584.6,20922.859999999993,68144.6
3.2,Phila,Company - Private,Staffing & Outsourcing,Business Services,50000,98000,-1,5.0,976107.3524390244,Other,23837.339999999997,5117.340000000004,42379.08
3.4,Chandler,Company - Public,Health Care Services & Hospitals,Health Care,90000,110000,40,5.0,279458.0,Data Engineer,43899.08,36299.08,51499.08
3.8,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,92000,150000,25,5.0,117090.0,Data Scientist,59859.08,37819.08,81899.08
4.5,San Francisco,Company - Private,Computer Hardware & Software,Information Technology,90000,153000,15,5.0,815201.0,Data Scientist,30162.004,6222.004000000001,54102.004
3.1,Boston,Company - Private,Banks & Credit Unions,Finance,43000,82000,165,9.0,654776.0,Other,2392.6240000000034,-12817.37599999999,17602.624000000003
3.9,Orlando,Company - Private,Computer Hardware & Software,Information Technology,93000,151000,9,5.0,309154.0,Data Scientist,60083.356,38043.356,82123.356
4.4,Chantilly,Company - Private,IT Services,Information Technology,61000,109000,17,5.0,976107.3524390244,Data Engineer,32417.339999999997,13697.339999999997,50739.08
3.4,Scottsdale,Company - Private,IT Services,Information Technology,42000,79000,19,5.0,242753.0,Data Engineer,13307.339999999997,-1122.6599999999962,27737.339999999997
3.9,Burbank,Company - Private,Financial Analytics & Research,Finance,139000,221000,12,5.0,105401.0,Data Scientist,103903.4,73539.08,131632.25
4.7,Columbia,Company - Private,Lending,Finance,40000,101000,19,5.0,137541.0,Other,25010.471999999994,1042.7520000000004,48562.212
4.7,Columbia,Company - Private,Lending,Finance,40000,101000,19,5.0,137541.0,Other,24206.886,239.16600000000471,47758.626000000004
4.7,Columbia,Company - Private,Lending,Finance,40000,101000,19,5.0,126853.0,Other,25010.471999999994,1042.7520000000004,48562.212
4.7,Columbia,Company - Private,Lending,Finance,40000,101000,19,5.0,126853.0,Other,24206.886,239.16600000000471,47758.626000000004
3.3,Chantilly,Company - Private,Aerospace & Defense,Aerospace & Defense,84000,153000,4,5.0,976107.3524390244,Data Engineer,57959.08,31637.339999999997,84179.08
3.9,Chicago,Company - Private,Enterprise Software & Network Solutions,Information Technology,52000,81000,26,5.0,2696555.0,Other,17949.074,6639.0740000000005,29259.074
3.4,Boston,Company - Private,Consulting,Business Services,81000,134000,78,5.0,654776.0,Data Scientist,37124.36400000001,16822.624000000003,57264.36400000001
4.7,Austin,Company - Private,Security Services,Business Services,97000,180000,11,8.0,964177.0,Data Engineer,70633.524,39093.524000000005,101377.844
2.7,Rockville,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,60,5.0,67139.0,Data Scientist,29297.339999999997,4337.340000000004,53779.08
3.8,Bloomington,Company - Private,Insurance Carriers,Insurance,44000,73000,96,2.0,89298.0,Data Engineer,14655.555999999997,3345.556000000004,25965.555999999997
3.8,Bloomington,Company - Private,Insurance Carriers,Insurance,44000,73000,96,2.0,89298.0,Data Engineer,15956.599999999999,4646.600000000006,27266.6
3.8,Bloomington,Company - Private,Insurance Carriers,Insurance,44000,73000,96,2.0,79968.0,Data Engineer,14655.555999999997,3345.556000000004,25965.555999999997
3.8,Bloomington,Company - Private,Insurance Carriers,Insurance,44000,73000,96,2.0,79968.0,Data Engineer,15956.599999999999,4646.600000000006,27266.6
3.8,Bloomington,Company - Private,Insurance Carriers,Insurance,44000,73000,96,2.0,78283.0,Data Engineer,14655.555999999997,3345.556000000004,25965.555999999997
3.8,Bloomington,Company - Private,Insurance Carriers,Insurance,44000,73000,96,2.0,78283.0,Data Engineer,15956.599999999999,4646.600000000006,27266.6
3.4,Chicago,Company - Public,Transportation Management,Transportation & Logistics,75000,140000,16,3.0,2696555.0,Data Engineer,49560.814000000006,24579.074,74260.81400000001
3.8,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,84000,157000,13,6.0,117090.0,Data Scientist,59479.08,31637.339999999997,87219.08
3.9,San Francisco,Company - Private,Internet,Information Technology,40000,87000,14,5.0,815201.0,Other,-14429.736000000004,-32937.456,3900.2639999999956
3.1,Owensboro,Company - Private,Consumer Products Manufacturing,Manufacturing,68000,139000,146,5.0,60011.0,Data Scientist,51686.724,24284.983999999997,78666.724
4.1,Fremont,Company - Public,Computer Hardware & Software,Information Technology,72000,142000,40,5.0,227514.0,Data Scientist,49219.08,22277.339999999997,75819.08
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,169724.0,Data Engineer,52862.33,28620.589999999997,76802.33
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,169724.0,Data Engineer,45591.79,21350.049999999996,69531.79000000001
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,169724.0,Data Engineer,53168.458,28926.717999999993,77108.458
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,169724.0,Data Engineer,52862.33,28620.589999999997,76802.33
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,154789.0,Data Engineer,52862.33,28620.589999999997,76802.33
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,154789.0,Data Engineer,45591.79,21350.049999999996,69531.79000000001
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,154789.0,Data Engineer,53168.458,28926.717999999993,77108.458
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,154789.0,Data Engineer,52862.33,28620.589999999997,76802.33
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,113394.0,Data Engineer,52862.33,28620.589999999997,76802.33
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,113394.0,Data Engineer,45591.79,21350.049999999996,69531.79000000001
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,113394.0,Data Engineer,53168.458,28926.717999999993,77108.458
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,113394.0,Data Engineer,52862.33,28620.589999999997,76802.33
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,62256.0,Data Engineer,52862.33,28620.589999999997,76802.33
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,62256.0,Data Engineer,45591.79,21350.049999999996,69531.79000000001
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,62256.0,Data Engineer,53168.458,28926.717999999993,77108.458
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,62256.0,Data Engineer,52862.33,28620.589999999997,76802.33
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,58763.0,Data Engineer,52862.33,28620.589999999997,76802.33
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,58763.0,Data Engineer,45591.79,21350.049999999996,69531.79000000001
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,58763.0,Data Engineer,53168.458,28926.717999999993,77108.458
3.7,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,74000,137000,-1,3.0,58763.0,Data Engineer,52862.33,28620.589999999997,76802.33
2.8,San Diego,Company - Private,Insurance Carriers,Insurance,57000,109000,49,3.0,1381611.0,Data Engineer,17005.048000000003,-3274.9519999999975,36886.78800000001
4.0,San Francisco,Company - Private,Internet,Information Technology,121000,203000,14,3.0,815201.0,Data Engineer,60942.004,29782.004,89466.324
3.5,Redlands,Company - Private,Computer Hardware & Software,Information Technology,52000,85000,52,5.0,73288.0,Data Engineer,19547.339999999997,6677.3399999999965,32417.339999999997
3.4,Westlake,Company - Public,Insurance Carriers,Insurance,81000,140000,43,5.0,976107.3524390244,Data Scientist,51879.08,29297.339999999997,74299.08
3.0,Alameda,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,59000,116000,27,5.0,76362.0,Data Scientist,34367.34,12137.339999999997,56059.08
4.6,Cedar Rapids,Company - Private,Lending,Finance,31000,55000,29,3.0,136467.0,Data Analyst,4210.994000000006,-6226.725999999999,13570.993999999999
4.4,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,178000,18,3.0,117090.0,Data Scientist,74299.08,45419.08,102543.4
4.0,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,136000,208000,172,10.0,117090.0,Data Scientist,98463.4,71259.08,122943.4
3.0,Philadelphia,Company - Private,Insurance Carriers,Insurance,48000,85000,38,30.0,1576251.0,Data Analyst,16686.295999999995,2256.296000000002,31116.295999999995
3.0,Alameda,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,71000,129000,27,5.0,76362.0,Data Scientist,43899.08,21497.339999999997,65939.08
4.7,San Francisco,Company - Private,Staffing & Outsourcing,Business Services,66000,123000,15,3.0,815201.0,Data Engineer,9642.004,-12479.736000000004,31302.004
4.2,San Francisco,Company - Private,Health Care Services & Hospitals,Health Care,171000,272000,10,5.0,815201.0,Other,101880.174,67706.324,134705.174
3.5,Chicago,Company - Private,Consulting,Business Services,65000,126000,26,20.0,2696555.0,Data Engineer,40440.814000000006,16779.074,63620.814000000006
3.3,Chicago,Company - Private,Insurance Carriers,Insurance,150000,239000,109,5.0,2696555.0,Other,113725.13399999999,81860.81400000001,143293.984
3.2,Omaha,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43000,60000,25,5.0,487300.0,Data Scientist,9004.225999999995,2374.2260000000024,15634.225999999995
2.7,Nashville,Company - Public,Financial Transaction Processing,Finance,20000,35000,21,5.0,976107.3524390244,Data Analyst,-13898.645999999997,-20498.645999999997,-7298.645999999997
3.7,Austin,College / University,Colleges & Universities,Education,82000,129000,-1,5.0,964177.0,Data Scientist,45553.524000000005,27551.784,63413.524000000005
3.9,San Antonio,Nonprofit Organization,Research & Development,Business Services,52000,91000,74,3.0,1451853.0,Other,24680.757999999994,9470.757999999994,39852.498
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,47000,101000,146,2.0,250320.0,Data Scientist,27204.747999999992,6144.748,48026.488
3.7,Huntsville,Company - Public,Aerospace & Defense,Aerospace & Defense,49000,76000,99,2.0,216963.0,Data Engineer,18196.481999999996,7666.482000000004,28726.481999999996
3.7,Huntsville,Company - Public,Aerospace & Defense,Aerospace & Defense,49000,76000,99,2.0,216963.0,Data Engineer,18234.747999999992,7704.748,28764.747999999992
4.3,Durham,Nonprofit Organization,Research & Development,Business Services,43000,88000,63,30.0,285527.0,Data Scientist,17283.871999999996,-266.127999999997,34833.871999999996
3.8,Coraopolis,Company - Public,Sporting Goods Stores,Retail,61000,109000,73,5.0,976107.3524390244,Data Scientist,32417.339999999997,13697.339999999997,50739.08
3.9,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113000,182000,108,5.0,69101.0,Data Scientist,79999.08,53779.08,105263.4
3.6,Fort Lee,Company - Private,Advertising & Marketing,Business Services,124000,199000,32,5.0,976107.3524390244,Other,90639.08,62139.08,116823.4
3.7,Roanoke,Nonprofit Organization,Health Care Services & Hospitals,Health Care,58000,104000,122,5.0,98865.0,Data Engineer,31555.034,13615.034,49196.774000000005
2.1,Blue Bell,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,52000,93000,18,5.0,976107.3524390244,Data Analyst,22667.339999999997,6677.3399999999965,38579.08
3.9,San Francisco,Company - Public,Computer Hardware & Software,Information Technology,97000,181000,13,5.0,815201.0,Data Engineer,43462.004,11542.004,74506.324
3.9,San Francisco,Company - Private,Internet,Information Technology,100000,173000,14,5.0,815201.0,Data Engineer,41562.004,13822.004,69066.324
3.2,New York,Company - Private,Internet,Information Technology,58000,108000,13,5.0,8467513.0,Data Analyst,20142.859999999993,642.8599999999933,39264.6
4.6,Cambridge,Subsidiary or Business Segment,Research & Development,Business Services,81000,161000,30,25.0,117090.0,Data Scientist,59859.08,29297.339999999997,90259.08
3.8,New York,Company - Private,Travel Agencies,Travel & Tourism,53000,96000,19,5.0,8467513.0,Data Scientist,13512.859999999993,-3257.1400000000067,30144.6
2.2,San Francisco,Company - Private,Beauty & Personal Accessories Stores,Retail,61000,110000,19,5.0,815201.0,Data Analyst,2730.2639999999956,-16379.736000000004,21422.004
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,65000,96000,146,5.0,250320.0,Data Scientist,32274.747999999992,20184.747999999992,44226.488
4.6,Cambridge,Subsidiary or Business Segment,Research & Development,Business Services,115000,220000,30,5.0,117090.0,Data Scientist,95199.08000000002,55299.08,130982.25
2.6,Pittsburgh,College / University,Colleges & Universities,Education,71000,144000,37,3.0,300431.0,Data Scientist,52239.434,24137.693999999996,79979.43400000001
3.4,Seattle,Nonprofit Organization,Social Assistance,Non-Profit,32000,57000,42,2.0,733919.0,Data Analyst,-8586.095999999998,-19313.816000000003,1163.903999999995
3.3,Glen Burnie,Company - Private,Health Care Services & Hospitals,Health Care,79000,136000,132,7.0,976107.3524390244,Data Analyst,49599.08,27737.339999999997,71259.08
3.7,Philadelphia,Company - Private,Health Care Services & Hospitals,Health Care,50000,89000,27,5.0,1576251.0,Data Analyst,19026.295999999995,3816.296000000002,34236.295999999995
2.7,Rockville,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,48000,113000,60,6.0,67139.0,Data Scientist,28907.339999999997,3557.340000000004,53779.08
3.8,Watertown,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56000,97000,13,5.0,976107.3524390244,Data Scientist,26897.053999999996,10907.053999999996,42728.794
3.8,Watertown,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56000,97000,13,5.0,976107.3524390244,Data Scientist,27164.91599999999,11174.91599999999,42996.655999999995
3.8,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,68000,125000,13,5.0,117090.0,Data Scientist,41239.08,19157.339999999997,62899.08
3.3,Boston,Company - Private,Insurance Carriers,Insurance,39000,67000,109,5.0,654776.0,Other,-5017.375999999997,-16215.09599999999,5902.624000000003
2.7,Los Angeles,Company - Private,Enterprise Software & Network Solutions,Information Technology,71000,135000,10,5.0,3849297.0,Data Engineer,30643.084000000003,5961.343999999997,54963.084
3.8,Palo Alto,Company - Public,Financial Transaction Processing,Finance,107000,172000,15,5.0,66680.0,Data Scientist,73919.08,49219.08,98463.4
3.0,Hartford,Company - Public,IT Services,Information Technology,54000,71000,40,3.0,120576.0,Other,13030.571999999993,6400.571999999993,19660.571999999993
3.9,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,61000,123000,108,5.0,69101.0,Data Scientist,37819.08,13697.339999999997,61379.08
3.6,New York,Company - Private,Health Care Services & Hospitals,Health Care,47000,85000,41,5.0,8467513.0,Data Analyst,6882.859999999993,-7937.139999999999,21702.859999999993
3.5,Orange,Company - Private,Health Care Services & Hospitals,Health Care,65000,124000,8,5.0,137264.0,Data Engineer,39719.08,16817.339999999997,62139.08
3.6,Fort Lee,Company - Private,Advertising & Marketing,Business Services,87000,141000,32,5.0,976107.3524390244,Data Scientist,54539.08,33977.34,75059.08
4.2,New York,Company - Private,Education Training Services,Education,56000,95000,9,5.0,8467513.0,Data Scientist,14292.859999999993,-917.1400000000067,29384.6
3.5,Maryland Heights,School / School District,K-12 Education,Education,71000,121000,-1,5.0,976107.3524390244,Data Scientist,40859.08,21497.339999999997,59859.08
4.0,Fort Belvoir,Company - Public,Aerospace & Defense,Aerospace & Defense,62000,112000,67,5.0,976107.3524390244,Data Engineer,33977.34,14477.339999999997,53019.08
3.7,Silver Spring,Company - Private,IT Services,Information Technology,64000,108000,15,3.0,976107.3524390244,Data Scientist,33197.34,16037.339999999997,49979.08
4.4,Palo Alto,Company - Private,Internet,Information Technology,89000,144000,9,5.0,66680.0,Data Scientist,56439.08,35537.34,77339.08
3.5,Marlborough,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109000,200000,11,5.0,976107.3524390244,Data Scientist,85319.08,50739.08,117503.4
3.6,Highland,Company - Private,Gambling,"Arts, Entertainment & Recreation",35000,62000,35,5.0,57159.0,Data Analyst,3947.340000000004,-7260.380000000001,14477.339999999997
3.7,Lenexa,Company - Public,Stock Exchanges,Finance,61000,113000,48,7.0,58388.0,Data Engineer,33977.34,13697.339999999997,53779.08
3.4,Houston,Company - Private,IT Services,Information Technology,55000,105000,19,5.0,2288250.0,Data Engineer,30124.511999999995,10624.511999999995,49306.252
4.0,Burleson,Hospital,Health Care Services & Hospitals,Health Care,37000,52000,44,5.0,51618.0,Data Scientist,827.3400000000038,-5500.379999999997,6677.3399999999965
3.7,San Jose,Company - Public,Aerospace & Defense,Aerospace & Defense,135000,211000,82,16.0,983489.0,Data Scientist,71017.88999999998,42373.56999999999,96857.88999999998
2.4,Hoopeston,Company - Private,Food & Beverage Manufacturing,Manufacturing,39000,66000,-1,5.0,976107.3524390244,Data Scientist,7067.3399999999965,-3740.3799999999974,17597.339999999997
3.5,Phoenix,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,57000,80000,24,5.0,1624569.0,Data Engineer,17901.902000000002,8931.902000000002,26871.902000000002
3.9,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,63000,127000,108,5.0,69101.0,Data Scientist,40099.08,15257.339999999997,64419.08
3.2,Bedford,Nonprofit Organization,Federal Agencies,Government,50000,89000,63,1.0,976107.3524390244,Data Scientist,20327.339999999997,5117.340000000004,35537.34
4.4,Cincinnati,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,82000,132000,136,5.0,308935.0,Data Scientist,52127.296,32985.556,71127.296
3.9,Charlottesville,Company - Private,IT Services,Information Technology,85000,139000,11,5.0,976107.3524390244,Data Scientist,52215.494000000006,31613.754,72735.494
3.4,Washington,Company - Private,Consulting,Business Services,72000,121000,24,5.0,670050.0,Data Scientist,33547.61400000001,14585.874000000003,52167.61400000001
2.1,Concord,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74000,149000,-1,2.0,124074.0,Data Scientist,49463.002,20661.261999999995,77963.00200000001
2.1,Concord,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74000,149000,-1,2.0,107697.0,Data Scientist,49463.002,20661.261999999995,77963.00200000001
3.7,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113000,196000,240,5.0,117090.0,Data Engineer,85319.08,53779.08,114783.4
3.4,New York,Company - Private,Health Care Services & Hospitals,Health Care,69000,121000,10,5.0,8467513.0,Data Scientist,29384.6,9222.859999999993,49144.6
4.0,New York,Company - Private,Consumer Product Rental,Consumer Services,71000,124000,14,5.0,8467513.0,Data Scientist,31284.6,10782.859999999993,51424.6
4.4,Chicago,Company - Private,Consulting,Business Services,97000,160000,13,5.0,2696555.0,Data Scientist,65520.814000000006,41580.814000000006,89460.81400000001
